continent,country_code,country_name,level1_name,level1_type,level2_name,level2_type,level3_name,level3_type,name,type,parent_name,parent_type,parent_slug,parent_import_key,display_name,slug,import_key,leaf_level,leaf_code,leaf_type,path
Europe,LT,Republic of Lithuania,Tauragės apskritis,County,Jurbarkas,District municipality,,,Jurbarkas,District municipality,Tauragės apskritis,County,europe/republic-of-lithuania/taurages-apskritis,LT::LT-TA::1::taurages-apskritis::europe::republic-of-lithuania::taurages-apskritis,"Jurbarkas, Tauragės apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/taurages-apskritis/jurbarkas,LT::LT-12::2::jurbarkas::europe::republic-of-lithuania::taurages-apskritis::jurbarkas,2,LT-12,District municipality,Europe > Republic of Lithuania > Tauragės apskritis > Jurbarkas
Europe,LT,Republic of Lithuania,Kauno apskritis,County,Kaišiadorys,District municipality,,,Kaišiadorys,District municipality,Kauno apskritis,County,europe/republic-of-lithuania/kauno-apskritis,LT::LT-KU::1::kauno-apskritis::europe::republic-of-lithuania::kauno-apskritis,"Kaišiadorys, Kauno apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/kauno-apskritis/kaisiadorys,LT::LT-13::2::kaisiadorys::europe::republic-of-lithuania::kauno-apskritis::kaisiadorys,2,LT-13,District municipality,Europe > Republic of Lithuania > Kauno apskritis > Kaišiadorys
Europe,LT,Republic of Lithuania,Marijampolės apskritis,County,Kalvarija,Municipality,,,Kalvarija,Municipality,Marijampolės apskritis,County,europe/republic-of-lithuania/marijampoles-apskritis,LT::LT-MR::1::marijampoles-apskritis::europe::republic-of-lithuania::marijampoles-apskritis,"Kalvarija, Marijampolės apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/marijampoles-apskritis/kalvarija,LT::LT-14::2::kalvarija::europe::republic-of-lithuania::marijampoles-apskritis::kalvarija,2,LT-14,Municipality,Europe > Republic of Lithuania > Marijampolės apskritis > Kalvarija
Europe,LT,Republic of Lithuania,Kauno apskritis,County,Kauno miestas,City municipality,,,Kauno miestas,City municipality,Kauno apskritis,County,europe/republic-of-lithuania/kauno-apskritis,LT::LT-KU::1::kauno-apskritis::europe::republic-of-lithuania::kauno-apskritis,"Kauno miestas, Kauno apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/kauno-apskritis/kauno-miestas,LT::LT-15::2::kauno-miestas::europe::republic-of-lithuania::kauno-apskritis::kauno-miestas,2,LT-15,City municipality,Europe > Republic of Lithuania > Kauno apskritis > Kauno miestas
Europe,LT,Republic of Lithuania,Kauno apskritis,County,Kaunas,District municipality,,,Kaunas,District municipality,Kauno apskritis,County,europe/republic-of-lithuania/kauno-apskritis,LT::LT-KU::1::kauno-apskritis::europe::republic-of-lithuania::kauno-apskritis,"Kaunas, Kauno apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/kauno-apskritis/kaunas,LT::LT-16::2::kaunas::europe::republic-of-lithuania::kauno-apskritis::kaunas,2,LT-16,District municipality,Europe > Republic of Lithuania > Kauno apskritis > Kaunas
Europe,LT,Republic of Lithuania,Marijampolės apskritis,County,Kazlų Rūdos,Municipality,,,Kazlų Rūdos,Municipality,Marijampolės apskritis,County,europe/republic-of-lithuania/marijampoles-apskritis,LT::LT-MR::1::marijampoles-apskritis::europe::republic-of-lithuania::marijampoles-apskritis,"Kazlų Rūdos, Marijampolės apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/marijampoles-apskritis/kazlu-rudos,LT::LT-17::2::kazlu-rudos::europe::republic-of-lithuania::marijampoles-apskritis::kazlu-rudos,2,LT-17,Municipality,Europe > Republic of Lithuania > Marijampolės apskritis > Kazlų Rūdos
Europe,LT,Republic of Lithuania,Kauno apskritis,County,Kėdainiai,District municipality,,,Kėdainiai,District municipality,Kauno apskritis,County,europe/republic-of-lithuania/kauno-apskritis,LT::LT-KU::1::kauno-apskritis::europe::republic-of-lithuania::kauno-apskritis,"Kėdainiai, Kauno apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/kauno-apskritis/kedainiai,LT::LT-18::2::kedainiai::europe::republic-of-lithuania::kauno-apskritis::kedainiai,2,LT-18,District municipality,Europe > Republic of Lithuania > Kauno apskritis > Kėdainiai
Europe,LT,Republic of Lithuania,Šiaulių apskritis,County,Kelmė,District municipality,,,Kelmė,District municipality,Šiaulių apskritis,County,europe/republic-of-lithuania/siauliu-apskritis,LT::LT-SA::1::siauliu-apskritis::europe::republic-of-lithuania::siauliu-apskritis,"Kelmė, Šiaulių apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/siauliu-apskritis/kelme,LT::LT-19::2::kelme::europe::republic-of-lithuania::siauliu-apskritis::kelme,2,LT-19,District municipality,Europe > Republic of Lithuania > Šiaulių apskritis > Kelmė
Europe,LT,Republic of Lithuania,Klaipėdos apskritis,County,Klaipėdos miestas,City municipality,,,Klaipėdos miestas,City municipality,Klaipėdos apskritis,County,europe/republic-of-lithuania/klaipedos-apskritis,LT::LT-KL::1::klaipedos-apskritis::europe::republic-of-lithuania::klaipedos-apskritis,"Klaipėdos miestas, Klaipėdos apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/klaipedos-apskritis/klaipedos-miestas,LT::LT-20::2::klaipedos-miestas::europe::republic-of-lithuania::klaipedos-apskritis::klaipedos-miestas,2,LT-20,City municipality,Europe > Republic of Lithuania > Klaipėdos apskritis > Klaipėdos miestas
Europe,LT,Republic of Lithuania,Klaipėdos apskritis,County,Klaipėda,District municipality,,,Klaipėda,District municipality,Klaipėdos apskritis,County,europe/republic-of-lithuania/klaipedos-apskritis,LT::LT-KL::1::klaipedos-apskritis::europe::republic-of-lithuania::klaipedos-apskritis,"Klaipėda, Klaipėdos apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/klaipedos-apskritis/klaipeda,LT::LT-21::2::klaipeda::europe::republic-of-lithuania::klaipedos-apskritis::klaipeda,2,LT-21,District municipality,Europe > Republic of Lithuania > Klaipėdos apskritis > Klaipėda
Europe,LT,Republic of Lithuania,Klaipėdos apskritis,County,Kretinga,District municipality,,,Kretinga,District municipality,Klaipėdos apskritis,County,europe/republic-of-lithuania/klaipedos-apskritis,LT::LT-KL::1::klaipedos-apskritis::europe::republic-of-lithuania::klaipedos-apskritis,"Kretinga, Klaipėdos apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/klaipedos-apskritis/kretinga,LT::LT-22::2::kretinga::europe::republic-of-lithuania::klaipedos-apskritis::kretinga,2,LT-22,District municipality,Europe > Republic of Lithuania > Klaipėdos apskritis > Kretinga
Europe,LT,Republic of Lithuania,Panevėžio apskritis,County,Kupiškis,District municipality,,,Kupiškis,District municipality,Panevėžio apskritis,County,europe/republic-of-lithuania/panevezio-apskritis,LT::LT-PN::1::panevezio-apskritis::europe::republic-of-lithuania::panevezio-apskritis,"Kupiškis, Panevėžio apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/panevezio-apskritis/kupiskis,LT::LT-23::2::kupiskis::europe::republic-of-lithuania::panevezio-apskritis::kupiskis,2,LT-23,District municipality,Europe > Republic of Lithuania > Panevėžio apskritis > Kupiškis
Europe,LT,Republic of Lithuania,Alytaus apskritis,County,Lazdijai,District municipality,,,Lazdijai,District municipality,Alytaus apskritis,County,europe/republic-of-lithuania/alytaus-apskritis,LT::LT-AL::1::alytaus-apskritis::europe::republic-of-lithuania::alytaus-apskritis,"Lazdijai, Alytaus apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/alytaus-apskritis/lazdijai,LT::LT-24::2::lazdijai::europe::republic-of-lithuania::alytaus-apskritis::lazdijai,2,LT-24,District municipality,Europe > Republic of Lithuania > Alytaus apskritis > Lazdijai
Europe,LT,Republic of Lithuania,Marijampolės apskritis,County,Marijampolė,District municipality,,,Marijampolė,District municipality,Marijampolės apskritis,County,europe/republic-of-lithuania/marijampoles-apskritis,LT::LT-MR::1::marijampoles-apskritis::europe::republic-of-lithuania::marijampoles-apskritis,"Marijampolė, Marijampolės apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/marijampoles-apskritis/marijampole,LT::LT-25::2::marijampole::europe::republic-of-lithuania::marijampoles-apskritis::marijampole,2,LT-25,District municipality,Europe > Republic of Lithuania > Marijampolės apskritis > Marijampolė
Europe,LT,Republic of Lithuania,Telšių apskritis,County,Mažeikiai,District municipality,,,Mažeikiai,District municipality,Telšių apskritis,County,europe/republic-of-lithuania/telsiu-apskritis,LT::LT-TE::1::telsiu-apskritis::europe::republic-of-lithuania::telsiu-apskritis,"Mažeikiai, Telšių apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/telsiu-apskritis/mazeikiai,LT::LT-26::2::mazeikiai::europe::republic-of-lithuania::telsiu-apskritis::mazeikiai,2,LT-26,District municipality,Europe > Republic of Lithuania > Telšių apskritis > Mažeikiai
Europe,LT,Republic of Lithuania,Utenos apskritis,County,Molėtai,District municipality,,,Molėtai,District municipality,Utenos apskritis,County,europe/republic-of-lithuania/utenos-apskritis,LT::LT-UT::1::utenos-apskritis::europe::republic-of-lithuania::utenos-apskritis,"Molėtai, Utenos apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/utenos-apskritis/moletai,LT::LT-27::2::moletai::europe::republic-of-lithuania::utenos-apskritis::moletai,2,LT-27,District municipality,Europe > Republic of Lithuania > Utenos apskritis > Molėtai
Europe,LT,Republic of Lithuania,Klaipėdos apskritis,County,Neringa,Municipality,,,Neringa,Municipality,Klaipėdos apskritis,County,europe/republic-of-lithuania/klaipedos-apskritis,LT::LT-KL::1::klaipedos-apskritis::europe::republic-of-lithuania::klaipedos-apskritis,"Neringa, Klaipėdos apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/klaipedos-apskritis/neringa,LT::LT-28::2::neringa::europe::republic-of-lithuania::klaipedos-apskritis::neringa,2,LT-28,Municipality,Europe > Republic of Lithuania > Klaipėdos apskritis > Neringa
Europe,LT,Republic of Lithuania,Tauragės apskritis,County,Pagėgiai,Municipality,,,Pagėgiai,Municipality,Tauragės apskritis,County,europe/republic-of-lithuania/taurages-apskritis,LT::LT-TA::1::taurages-apskritis::europe::republic-of-lithuania::taurages-apskritis,"Pagėgiai, Tauragės apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/taurages-apskritis/pagegiai,LT::LT-29::2::pagegiai::europe::republic-of-lithuania::taurages-apskritis::pagegiai,2,LT-29,Municipality,Europe > Republic of Lithuania > Tauragės apskritis > Pagėgiai
Europe,LT,Republic of Lithuania,Šiaulių apskritis,County,Pakruojis,District municipality,,,Pakruojis,District municipality,Šiaulių apskritis,County,europe/republic-of-lithuania/siauliu-apskritis,LT::LT-SA::1::siauliu-apskritis::europe::republic-of-lithuania::siauliu-apskritis,"Pakruojis, Šiaulių apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/siauliu-apskritis/pakruojis,LT::LT-30::2::pakruojis::europe::republic-of-lithuania::siauliu-apskritis::pakruojis,2,LT-30,District municipality,Europe > Republic of Lithuania > Šiaulių apskritis > Pakruojis
Europe,LT,Republic of Lithuania,Klaipėdos apskritis,County,Palangos miestas,City municipality,,,Palangos miestas,City municipality,Klaipėdos apskritis,County,europe/republic-of-lithuania/klaipedos-apskritis,LT::LT-KL::1::klaipedos-apskritis::europe::republic-of-lithuania::klaipedos-apskritis,"Palangos miestas, Klaipėdos apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/klaipedos-apskritis/palangos-miestas,LT::LT-31::2::palangos-miestas::europe::republic-of-lithuania::klaipedos-apskritis::palangos-miestas,2,LT-31,City municipality,Europe > Republic of Lithuania > Klaipėdos apskritis > Palangos miestas
Europe,LT,Republic of Lithuania,Panevėžio apskritis,County,Panevėžio miestas,City municipality,,,Panevėžio miestas,City municipality,Panevėžio apskritis,County,europe/republic-of-lithuania/panevezio-apskritis,LT::LT-PN::1::panevezio-apskritis::europe::republic-of-lithuania::panevezio-apskritis,"Panevėžio miestas, Panevėžio apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/panevezio-apskritis/panevezio-miestas,LT::LT-32::2::panevezio-miestas::europe::republic-of-lithuania::panevezio-apskritis::panevezio-miestas,2,LT-32,City municipality,Europe > Republic of Lithuania > Panevėžio apskritis > Panevėžio miestas
Europe,LT,Republic of Lithuania,Panevėžio apskritis,County,Panevėžys,District municipality,,,Panevėžys,District municipality,Panevėžio apskritis,County,europe/republic-of-lithuania/panevezio-apskritis,LT::LT-PN::1::panevezio-apskritis::europe::republic-of-lithuania::panevezio-apskritis,"Panevėžys, Panevėžio apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/panevezio-apskritis/panevezys,LT::LT-33::2::panevezys::europe::republic-of-lithuania::panevezio-apskritis::panevezys,2,LT-33,District municipality,Europe > Republic of Lithuania > Panevėžio apskritis > Panevėžys
Europe,LT,Republic of Lithuania,Panevėžio apskritis,County,Pasvalys,District municipality,,,Pasvalys,District municipality,Panevėžio apskritis,County,europe/republic-of-lithuania/panevezio-apskritis,LT::LT-PN::1::panevezio-apskritis::europe::republic-of-lithuania::panevezio-apskritis,"Pasvalys, Panevėžio apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/panevezio-apskritis/pasvalys,LT::LT-34::2::pasvalys::europe::republic-of-lithuania::panevezio-apskritis::pasvalys,2,LT-34,District municipality,Europe > Republic of Lithuania > Panevėžio apskritis > Pasvalys
Europe,LT,Republic of Lithuania,Telšių apskritis,County,Plungė,District municipality,,,Plungė,District municipality,Telšių apskritis,County,europe/republic-of-lithuania/telsiu-apskritis,LT::LT-TE::1::telsiu-apskritis::europe::republic-of-lithuania::telsiu-apskritis,"Plungė, Telšių apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/telsiu-apskritis/plunge,LT::LT-35::2::plunge::europe::republic-of-lithuania::telsiu-apskritis::plunge,2,LT-35,District municipality,Europe > Republic of Lithuania > Telšių apskritis > Plungė
Europe,LT,Republic of Lithuania,Kauno apskritis,County,Prienai,District municipality,,,Prienai,District municipality,Kauno apskritis,County,europe/republic-of-lithuania/kauno-apskritis,LT::LT-KU::1::kauno-apskritis::europe::republic-of-lithuania::kauno-apskritis,"Prienai, Kauno apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/kauno-apskritis/prienai,LT::LT-36::2::prienai::europe::republic-of-lithuania::kauno-apskritis::prienai,2,LT-36,District municipality,Europe > Republic of Lithuania > Kauno apskritis > Prienai
Europe,LT,Republic of Lithuania,Šiaulių apskritis,County,Radviliškis,District municipality,,,Radviliškis,District municipality,Šiaulių apskritis,County,europe/republic-of-lithuania/siauliu-apskritis,LT::LT-SA::1::siauliu-apskritis::europe::republic-of-lithuania::siauliu-apskritis,"Radviliškis, Šiaulių apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/siauliu-apskritis/radviliskis,LT::LT-37::2::radviliskis::europe::republic-of-lithuania::siauliu-apskritis::radviliskis,2,LT-37,District municipality,Europe > Republic of Lithuania > Šiaulių apskritis > Radviliškis
Europe,LT,Republic of Lithuania,Kauno apskritis,County,Raseiniai,District municipality,,,Raseiniai,District municipality,Kauno apskritis,County,europe/republic-of-lithuania/kauno-apskritis,LT::LT-KU::1::kauno-apskritis::europe::republic-of-lithuania::kauno-apskritis,"Raseiniai, Kauno apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/kauno-apskritis/raseiniai,LT::LT-38::2::raseiniai::europe::republic-of-lithuania::kauno-apskritis::raseiniai,2,LT-38,District municipality,Europe > Republic of Lithuania > Kauno apskritis > Raseiniai
Europe,LT,Republic of Lithuania,Telšių apskritis,County,Rietavas,Municipality,,,Rietavas,Municipality,Telšių apskritis,County,europe/republic-of-lithuania/telsiu-apskritis,LT::LT-TE::1::telsiu-apskritis::europe::republic-of-lithuania::telsiu-apskritis,"Rietavas, Telšių apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/telsiu-apskritis/rietavas,LT::LT-39::2::rietavas::europe::republic-of-lithuania::telsiu-apskritis::rietavas,2,LT-39,Municipality,Europe > Republic of Lithuania > Telšių apskritis > Rietavas
Europe,LT,Republic of Lithuania,Panevėžio apskritis,County,Rokiškis,District municipality,,,Rokiškis,District municipality,Panevėžio apskritis,County,europe/republic-of-lithuania/panevezio-apskritis,LT::LT-PN::1::panevezio-apskritis::europe::republic-of-lithuania::panevezio-apskritis,"Rokiškis, Panevėžio apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/panevezio-apskritis/rokiskis,LT::LT-40::2::rokiskis::europe::republic-of-lithuania::panevezio-apskritis::rokiskis,2,LT-40,District municipality,Europe > Republic of Lithuania > Panevėžio apskritis > Rokiškis
Europe,LT,Republic of Lithuania,Marijampolės apskritis,County,Šakiai,District municipality,,,Šakiai,District municipality,Marijampolės apskritis,County,europe/republic-of-lithuania/marijampoles-apskritis,LT::LT-MR::1::marijampoles-apskritis::europe::republic-of-lithuania::marijampoles-apskritis,"Šakiai, Marijampolės apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/marijampoles-apskritis/sakiai,LT::LT-41::2::sakiai::europe::republic-of-lithuania::marijampoles-apskritis::sakiai,2,LT-41,District municipality,Europe > Republic of Lithuania > Marijampolės apskritis > Šakiai
Europe,LT,Republic of Lithuania,Vilniaus apskritis,County,Šalčininkai,District municipality,,,Šalčininkai,District municipality,Vilniaus apskritis,County,europe/republic-of-lithuania/vilniaus-apskritis,LT::LT-VL::1::vilniaus-apskritis::europe::republic-of-lithuania::vilniaus-apskritis,"Šalčininkai, Vilniaus apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/vilniaus-apskritis/salcininkai,LT::LT-42::2::salcininkai::europe::republic-of-lithuania::vilniaus-apskritis::salcininkai,2,LT-42,District municipality,Europe > Republic of Lithuania > Vilniaus apskritis > Šalčininkai
Europe,LT,Republic of Lithuania,Šiaulių apskritis,County,Šiaulių miestas,City municipality,,,Šiaulių miestas,City municipality,Šiaulių apskritis,County,europe/republic-of-lithuania/siauliu-apskritis,LT::LT-SA::1::siauliu-apskritis::europe::republic-of-lithuania::siauliu-apskritis,"Šiaulių miestas, Šiaulių apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/siauliu-apskritis/siauliu-miestas,LT::LT-43::2::siauliu-miestas::europe::republic-of-lithuania::siauliu-apskritis::siauliu-miestas,2,LT-43,City municipality,Europe > Republic of Lithuania > Šiaulių apskritis > Šiaulių miestas
Europe,LT,Republic of Lithuania,Šiaulių apskritis,County,Šiauliai,District municipality,,,Šiauliai,District municipality,Šiaulių apskritis,County,europe/republic-of-lithuania/siauliu-apskritis,LT::LT-SA::1::siauliu-apskritis::europe::republic-of-lithuania::siauliu-apskritis,"Šiauliai, Šiaulių apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/siauliu-apskritis/siauliai,LT::LT-44::2::siauliai::europe::republic-of-lithuania::siauliu-apskritis::siauliai,2,LT-44,District municipality,Europe > Republic of Lithuania > Šiaulių apskritis > Šiauliai
Europe,LT,Republic of Lithuania,Tauragės apskritis,County,Šilalė,District municipality,,,Šilalė,District municipality,Tauragės apskritis,County,europe/republic-of-lithuania/taurages-apskritis,LT::LT-TA::1::taurages-apskritis::europe::republic-of-lithuania::taurages-apskritis,"Šilalė, Tauragės apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/taurages-apskritis/silale,LT::LT-45::2::silale::europe::republic-of-lithuania::taurages-apskritis::silale,2,LT-45,District municipality,Europe > Republic of Lithuania > Tauragės apskritis > Šilalė
Europe,LT,Republic of Lithuania,Klaipėdos apskritis,County,Šilutė,District municipality,,,Šilutė,District municipality,Klaipėdos apskritis,County,europe/republic-of-lithuania/klaipedos-apskritis,LT::LT-KL::1::klaipedos-apskritis::europe::republic-of-lithuania::klaipedos-apskritis,"Šilutė, Klaipėdos apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/klaipedos-apskritis/silute,LT::LT-46::2::silute::europe::republic-of-lithuania::klaipedos-apskritis::silute,2,LT-46,District municipality,Europe > Republic of Lithuania > Klaipėdos apskritis > Šilutė
Europe,LT,Republic of Lithuania,Vilniaus apskritis,County,Širvintos,District municipality,,,Širvintos,District municipality,Vilniaus apskritis,County,europe/republic-of-lithuania/vilniaus-apskritis,LT::LT-VL::1::vilniaus-apskritis::europe::republic-of-lithuania::vilniaus-apskritis,"Širvintos, Vilniaus apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/vilniaus-apskritis/sirvintos,LT::LT-47::2::sirvintos::europe::republic-of-lithuania::vilniaus-apskritis::sirvintos,2,LT-47,District municipality,Europe > Republic of Lithuania > Vilniaus apskritis > Širvintos
Europe,LT,Republic of Lithuania,Klaipėdos apskritis,County,Skuodas,District municipality,,,Skuodas,District municipality,Klaipėdos apskritis,County,europe/republic-of-lithuania/klaipedos-apskritis,LT::LT-KL::1::klaipedos-apskritis::europe::republic-of-lithuania::klaipedos-apskritis,"Skuodas, Klaipėdos apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/klaipedos-apskritis/skuodas,LT::LT-48::2::skuodas::europe::republic-of-lithuania::klaipedos-apskritis::skuodas,2,LT-48,District municipality,Europe > Republic of Lithuania > Klaipėdos apskritis > Skuodas
Europe,LT,Republic of Lithuania,Vilniaus apskritis,County,Švenčionys,District municipality,,,Švenčionys,District municipality,Vilniaus apskritis,County,europe/republic-of-lithuania/vilniaus-apskritis,LT::LT-VL::1::vilniaus-apskritis::europe::republic-of-lithuania::vilniaus-apskritis,"Švenčionys, Vilniaus apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/vilniaus-apskritis/svencionys,LT::LT-49::2::svencionys::europe::republic-of-lithuania::vilniaus-apskritis::svencionys,2,LT-49,District municipality,Europe > Republic of Lithuania > Vilniaus apskritis > Švenčionys
Europe,LT,Republic of Lithuania,Tauragės apskritis,County,Tauragė,District municipality,,,Tauragė,District municipality,Tauragės apskritis,County,europe/republic-of-lithuania/taurages-apskritis,LT::LT-TA::1::taurages-apskritis::europe::republic-of-lithuania::taurages-apskritis,"Tauragė, Tauragės apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/taurages-apskritis/taurage,LT::LT-50::2::taurage::europe::republic-of-lithuania::taurages-apskritis::taurage,2,LT-50,District municipality,Europe > Republic of Lithuania > Tauragės apskritis > Tauragė
Europe,LT,Republic of Lithuania,Telšių apskritis,County,Telšiai,District municipality,,,Telšiai,District municipality,Telšių apskritis,County,europe/republic-of-lithuania/telsiu-apskritis,LT::LT-TE::1::telsiu-apskritis::europe::republic-of-lithuania::telsiu-apskritis,"Telšiai, Telšių apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/telsiu-apskritis/telsiai,LT::LT-51::2::telsiai::europe::republic-of-lithuania::telsiu-apskritis::telsiai,2,LT-51,District municipality,Europe > Republic of Lithuania > Telšių apskritis > Telšiai
Europe,LT,Republic of Lithuania,Vilniaus apskritis,County,Trakai,District municipality,,,Trakai,District municipality,Vilniaus apskritis,County,europe/republic-of-lithuania/vilniaus-apskritis,LT::LT-VL::1::vilniaus-apskritis::europe::republic-of-lithuania::vilniaus-apskritis,"Trakai, Vilniaus apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/vilniaus-apskritis/trakai,LT::LT-52::2::trakai::europe::republic-of-lithuania::vilniaus-apskritis::trakai,2,LT-52,District municipality,Europe > Republic of Lithuania > Vilniaus apskritis > Trakai
Europe,LT,Republic of Lithuania,Vilniaus apskritis,County,Ukmergė,District municipality,,,Ukmergė,District municipality,Vilniaus apskritis,County,europe/republic-of-lithuania/vilniaus-apskritis,LT::LT-VL::1::vilniaus-apskritis::europe::republic-of-lithuania::vilniaus-apskritis,"Ukmergė, Vilniaus apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/vilniaus-apskritis/ukmerge,LT::LT-53::2::ukmerge::europe::republic-of-lithuania::vilniaus-apskritis::ukmerge,2,LT-53,District municipality,Europe > Republic of Lithuania > Vilniaus apskritis > Ukmergė
Europe,LT,Republic of Lithuania,Utenos apskritis,County,Utena,District municipality,,,Utena,District municipality,Utenos apskritis,County,europe/republic-of-lithuania/utenos-apskritis,LT::LT-UT::1::utenos-apskritis::europe::republic-of-lithuania::utenos-apskritis,"Utena, Utenos apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/utenos-apskritis/utena,LT::LT-54::2::utena::europe::republic-of-lithuania::utenos-apskritis::utena,2,LT-54,District municipality,Europe > Republic of Lithuania > Utenos apskritis > Utena
Europe,LT,Republic of Lithuania,Alytaus apskritis,County,Varėna,District municipality,,,Varėna,District municipality,Alytaus apskritis,County,europe/republic-of-lithuania/alytaus-apskritis,LT::LT-AL::1::alytaus-apskritis::europe::republic-of-lithuania::alytaus-apskritis,"Varėna, Alytaus apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/alytaus-apskritis/varena,LT::LT-55::2::varena::europe::republic-of-lithuania::alytaus-apskritis::varena,2,LT-55,District municipality,Europe > Republic of Lithuania > Alytaus apskritis > Varėna
Europe,LT,Republic of Lithuania,Marijampolės apskritis,County,Vilkaviškis,District municipality,,,Vilkaviškis,District municipality,Marijampolės apskritis,County,europe/republic-of-lithuania/marijampoles-apskritis,LT::LT-MR::1::marijampoles-apskritis::europe::republic-of-lithuania::marijampoles-apskritis,"Vilkaviškis, Marijampolės apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/marijampoles-apskritis/vilkaviskis,LT::LT-56::2::vilkaviskis::europe::republic-of-lithuania::marijampoles-apskritis::vilkaviskis,2,LT-56,District municipality,Europe > Republic of Lithuania > Marijampolės apskritis > Vilkaviškis
Europe,LT,Republic of Lithuania,Vilniaus apskritis,County,Vilniaus miestas,City municipality,,,Vilniaus miestas,City municipality,Vilniaus apskritis,County,europe/republic-of-lithuania/vilniaus-apskritis,LT::LT-VL::1::vilniaus-apskritis::europe::republic-of-lithuania::vilniaus-apskritis,"Vilniaus miestas, Vilniaus apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/vilniaus-apskritis/vilniaus-miestas,LT::LT-57::2::vilniaus-miestas::europe::republic-of-lithuania::vilniaus-apskritis::vilniaus-miestas,2,LT-57,City municipality,Europe > Republic of Lithuania > Vilniaus apskritis > Vilniaus miestas
Europe,LT,Republic of Lithuania,Vilniaus apskritis,County,Vilnius,District municipality,,,Vilnius,District municipality,Vilniaus apskritis,County,europe/republic-of-lithuania/vilniaus-apskritis,LT::LT-VL::1::vilniaus-apskritis::europe::republic-of-lithuania::vilniaus-apskritis,"Vilnius, Vilniaus apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/vilniaus-apskritis/vilnius,LT::LT-58::2::vilnius::europe::republic-of-lithuania::vilniaus-apskritis::vilnius,2,LT-58,District municipality,Europe > Republic of Lithuania > Vilniaus apskritis > Vilnius
Europe,LT,Republic of Lithuania,Utenos apskritis,County,Visaginas,Municipality,,,Visaginas,Municipality,Utenos apskritis,County,europe/republic-of-lithuania/utenos-apskritis,LT::LT-UT::1::utenos-apskritis::europe::republic-of-lithuania::utenos-apskritis,"Visaginas, Utenos apskritis, Republic of Lithuania, Europe",europe/republic-of-lithuania/utenos-apskritis/visaginas,LT::LT-59::2::visaginas::europe::republic-of-lithuania::utenos-apskritis::visaginas,2,LT-59,Municipality,Europe > Republic of Lithuania > Utenos apskritis > Visaginas
